"","site_id","b0","b1","b2","pi"
"1",1,6.08213960532432,-2.43012675094935,0.348986354140337,"Bartha"
"2",2,1.75696323645322,0.535149487916772,-0.104516754967901,"Beierkuhnlein"
"3",3,-8.66379066104377,9.79147770927965,-2.10036876900532,"Boldgiv"
"4",4,1.7656359302978,0.587743467983904,-0.188047568879665,"Bork"
"5",5,-3.49654718020214,5.47274520190498,-1.21805490530666,"Cahill"
"6",6,1.30801849227981,0.452919740460642,-0.0628443018575679,"Cleland"
"7",7,-13.342192613104,12.5037376956784,-2.32659355365277,"Csergo"
"8",8,-2.18248251740605,4.10985334745075,-0.79946637578844,"Diaz"
"9",9,1.45517513335558,0.182677640874725,-0.00684495066358608,"Fidelis"
"10",10,3.25518107544993,-0.450231061495494,0.038199974762979,"Foster"
"11",11,1.48424793822354,0.810083982677386,-0.233453199828778,"Fraser"
"12",12,-4.61752616452168,5.30378144301367,-1.10639030589532,"Henry"
"13",13,-9.94136860154485,9.70946362764335,-1.8048760806075,"Hohn"
"14",14,4.31627974480005,-0.988494819719455,0.213102461049067,"Jentsch"
"15",15,-0.410647741619526,2.13869606104687,-0.395341742156087,"Jouri"
"16",16,-1.36398802772628,3.70033411098249,-0.820473853330571,"Long"
"17",17,1.44728432848675,1.0776012008004,-0.26923473155965,"Manning"
"18",18,-5.28061144083623,4.37526756792274,-0.783972724309192,"Mitchell"
"19",19,1.36633854793693,0.752471428087726,-0.209686572727154,"Naseri"
"20",20,-0.655664616493598,4.20134433952728,-1.07015198526683,"Overbeck"
"21",21,2.35686980652475,0.569013248064113,-0.189773968170138,"Pither"
"22",22,-1.53396800914661,2.29362610441014,-0.407677088307124,"Pringle"
"23",23,-0.438650559402483,2.66356672016238,-0.54577766600109,"Sternberg"
"24",24,0.653762672287499,1.29625729228571,-0.281840656637841,"Sugiyama"
"25",25,1.14990095649423,0.903077710281367,-0.214234875267101,"vanRooyen"
"26",26,5.67505209536383,-2.00039206564326,0.366374170562947,"Wellstein"
"27",27,5.12180851256021,-1.49051481040451,0.172671782162391,"Wilson"
"28",28,-3.29774973404103,5.44295326643128,-1.17773472676699,"Zobel"
